"﻿""# =========================================================================""",,,,,,,,,,,
# TARIFARIO GENERAL DE RUTAS LOGISTICAS (RESUMEN MATRICIAL) - 18/08/2026 11:07,,,,,,,,,,,
# =========================================================================,,,,,,,,,,,
MODALIDAD,ORIGEN,DESTINO,KM,LIGEROS,MEDIANO,PESADO,BUSES,LOWBOY,,,
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,2,2,0.98,48608,97216
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,3,3,0.96,47616,142848
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,4,4,0.94,46624,186496
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,5,5,0.92,45632,228160
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,6,6,0.9,44640,267840
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,7,7,0.88,43648,305536
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,8,8,0.86,42656,341248
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,9,9,0.84,41664,374976
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,10,10,0.82,40672,406720
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,11,11,0.8,39680,436480
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,12,12,0.78,38688,464256
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,13,13,0.76,37696,490048
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,14,14,0.74,36704,513856
Madrina,LAGOS DE MORENO,COAHUILA (TORREON),620,LOWBOY,80,0,15,15,0.72,35712,535680
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,1,1,1,8424,8424
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,2,2,0.98,8255.52,16511.04
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,3,3,0.96,8087.04,24261.12
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,4,4,0.94,7918.56,31674.24
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,5,5,0.92,7750.08,38750.4
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,6,6,0.9,7581.6,45489.6
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,7,7,0.88,7413.12,51891.84
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,8,8,0.86,7244.64,57957.12
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,9,9,0.84,7076.16,63685.44
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,10,10,0.82,6907.68,69076.8
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,11,11,0.8,6739.2,74131.2
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,12,12,0.78,6570.72,78848.64
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,13,13,0.76,6402.24,83229.12
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,14,14,0.74,6233.76,87272.64
Madrina,LAGOS DE MORENO,COLIMA,468,LIGEROS,18,0,15,15,0.72,6065.28,90979.2
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,1,1,1,9360,9360
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,2,2,0.98,9172.8,18345.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,3,3,0.96,8985.6,26956.8
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,4,4,0.94,8798.4,35193.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,5,5,0.92,8611.2,43056
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,6,6,0.9,8424,50544
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,7,7,0.88,8236.8,57657.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,8,8,0.86,8049.6,64396.8
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,9,9,0.84,7862.4,70761.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,10,10,0.82,7675.2,76752
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,11,11,0.8,7488,82368
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,12,12,0.78,7300.8,87609.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,13,13,0.76,7113.6,92476.8
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,14,14,0.74,6926.4,96969.6
Madrina,LAGOS DE MORENO,COLIMA,468,MEDIANO,20,0,15,15,0.72,6739.2,101088
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,1,1,1,11700,11700
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,2,2,0.98,11466,22932
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,3,3,0.96,11232,33696
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,4,4,0.94,10998,43992
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,5,5,0.92,10764,53820
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,6,6,0.9,10530,63180
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,7,7,0.88,10296,72072
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,8,8,0.86,10062,80496
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,9,9,0.84,9828,88452
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,10,10,0.82,9594,95940
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,11,11,0.8,9360,102960
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,12,12,0.78,9126,109512
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,13,13,0.76,8892,115596
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,14,14,0.74,8658,121212
Madrina,LAGOS DE MORENO,COLIMA,468,PESADO,25,0,15,15,0.72,8424,126360
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,1,1,1,13104,13104
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,2,2,0.98,12841.92,25683.84
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,3,3,0.96,12579.84,37739.52
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,4,4,0.94,12317.76,49271.04
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,5,5,0.92,12055.68,60278.4
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,6,6,0.9,11793.6,70761.6
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,7,7,0.88,11531.52,80720.64
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,8,8,0.86,11269.44,90155.52
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,9,9,0.84,11007.36,99066.24
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,10,10,0.82,10745.28,107452.8
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,11,11,0.8,10483.2,115315.2
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,12,12,0.78,10221.12,122653.44
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,13,13,0.76,9959.04,129467.52
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,14,14,0.74,9696.96,135757.44
Madrina,LAGOS DE MORENO,COLIMA,468,BUSES,28,0,15,15,0.72,9434.88,141523.2
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,1,1,1,37440,37440
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,2,2,0.98,36691.2,73382.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,3,3,0.96,35942.4,107827.2
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,4,4,0.94,35193.6,140774.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,5,5,0.92,34444.8,172224
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,6,6,0.9,33696,202176
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,7,7,0.88,32947.2,230630.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,8,8,0.86,32198.4,257587.2
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,9,9,0.84,31449.6,283046.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,10,10,0.82,30700.8,307008
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,11,11,0.8,29952,329472
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,12,12,0.78,29203.2,350438.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,13,13,0.76,28454.4,369907.2
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,14,14,0.74,27705.6,387878.4
Madrina,LAGOS DE MORENO,COLIMA,468,LOWBOY,80,0,15,15,0.72,26956.8,404352
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,1,1,1,7776,7776
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,2,2,0.98,7620.48,15240.96
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,3,3,0.96,7464.96,22394.88
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,4,4,0.94,7309.44,29237.76
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,5,5,0.92,7153.92,35769.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,6,6,0.9,6998.4,41990.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,7,7,0.88,6842.88,47900.16
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,8,8,0.86,6687.36,53498.88
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,9,9,0.84,6531.84,58786.56
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,10,10,0.82,6376.32,63763.2
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,11,11,0.8,6220.8,68428.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,12,12,0.78,6065.28,72783.36
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,13,13,0.76,5909.76,76826.88
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,14,14,0.74,5754.24,80559.36
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LIGEROS,18,0,15,15,0.72,5598.72,83980.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,1,1,1,8640,8640
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,2,2,0.98,8467.2,16934.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,3,3,0.96,8294.4,24883.2
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,4,4,0.94,8121.6,32486.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,5,5,0.92,7948.8,39744
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,6,6,0.9,7776,46656
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,7,7,0.88,7603.2,53222.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,8,8,0.86,7430.4,59443.2
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,9,9,0.84,7257.6,65318.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,10,10,0.82,7084.8,70848
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,11,11,0.8,6912,76032
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,12,12,0.78,6739.2,80870.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,13,13,0.76,6566.4,85363.2
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,14,14,0.74,6393.6,89510.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,MEDIANO,20,0,15,15,0.72,6220.8,93312
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,1,1,1,10800,10800
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,2,2,0.98,10584,21168
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,3,3,0.96,10368,31104
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,4,4,0.94,10152,40608
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,5,5,0.92,9936,49680
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,6,6,0.9,9720,58320
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,7,7,0.88,9504,66528
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,8,8,0.86,9288,74304
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,9,9,0.84,9072,81648
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,10,10,0.82,8856,88560
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,11,11,0.8,8640,95040
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,12,12,0.78,8424,101088
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,13,13,0.76,8208,106704
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,14,14,0.74,7992,111888
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,PESADO,25,0,15,15,0.72,7776,116640
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,1,1,1,12096,12096
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,2,2,0.98,11854.08,23708.16
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,3,3,0.96,11612.16,34836.48
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,4,4,0.94,11370.24,45480.96
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,5,5,0.92,11128.32,55641.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,6,6,0.9,10886.4,65318.4
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,7,7,0.88,10644.48,74511.36
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,8,8,0.86,10402.56,83220.48
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,9,9,0.84,10160.64,91445.76
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,10,10,0.82,9918.72,99187.2
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,11,11,0.8,9676.8,106444.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,12,12,0.78,9434.88,113218.56
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,13,13,0.76,9192.96,119508.48
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,14,14,0.74,8951.04,125314.56
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,BUSES,28,0,15,15,0.72,8709.12,130636.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,1,1,1,34560,34560
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,2,2,0.98,33868.8,67737.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,3,3,0.96,33177.6,99532.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,4,4,0.94,32486.4,129945.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,5,5,0.92,31795.2,158976
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,6,6,0.9,31104,186624
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,7,7,0.88,30412.8,212889.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,8,8,0.86,29721.6,237772.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,9,9,0.84,29030.4,261273.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,10,10,0.82,28339.2,283392
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,11,11,0.8,27648,304128
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,12,12,0.78,26956.8,323481.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,13,13,0.76,26265.6,341452.8
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,14,14,0.74,25574.4,358041.6
Madrina,LAGOS DE MORENO,CORPORATIVO FOTON CDMX,432,LOWBOY,80,0,15,15,0.72,24883.2,373248
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,1,1,1,9162,9162
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,2,2,0.98,8978.76,17957.52
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,3,3,0.96,8795.52,26386.56
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,4,4,0.94,8612.28,34449.12
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,5,5,0.92,8429.04,42145.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,6,6,0.9,8245.8,49474.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,7,7,0.88,8062.56,56437.92
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,8,8,0.86,7879.32,63034.56
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,9,9,0.84,7696.08,69264.72
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,10,10,0.82,7512.84,75128.4
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,11,11,0.8,7329.6,80625.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,12,12,0.78,7146.36,85756.32
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,13,13,0.76,6963.12,90520.56
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,14,14,0.74,6779.88,94918.32
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LIGEROS,18,0,15,15,0.72,6596.64,98949.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,1,1,1,10180,10180
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,2,2,0.98,9976.4,19952.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,3,3,0.96,9772.8,29318.4
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,4,4,0.94,9569.2,38276.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,5,5,0.92,9365.6,46828
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,6,6,0.9,9162,54972
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,7,7,0.88,8958.4,62708.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,8,8,0.86,8754.8,70038.4
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,9,9,0.84,8551.2,76960.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,10,10,0.82,8347.6,83476
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,11,11,0.8,8144,89584
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,12,12,0.78,7940.4,95284.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,13,13,0.76,7736.8,100578.4
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,14,14,0.74,7533.2,105464.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,MEDIANO,20,0,15,15,0.72,7329.6,109944
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,1,1,1,12725,12725
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,2,2,0.98,12470.5,24941
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,3,3,0.96,12216,36648
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,4,4,0.94,11961.5,47846
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,5,5,0.92,11707,58535
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,6,6,0.9,11452.5,68715
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,7,7,0.88,11198,78386
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,8,8,0.86,10943.5,87548
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,9,9,0.84,10689,96201
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,10,10,0.82,10434.5,104345
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,11,11,0.8,10180,111980
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,12,12,0.78,9925.5,119106
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,13,13,0.76,9671,125723
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,14,14,0.74,9416.5,131831
Madrina,LAGOS DE MORENO,CUERNAVACA,509,PESADO,25,0,15,15,0.72,9162,137430
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,1,1,1,14252,14252
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,2,2,0.98,13966.96,27933.92
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,3,3,0.96,13681.92,41045.76
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,4,4,0.94,13396.88,53587.52
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,5,5,0.92,13111.84,65559.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,6,6,0.9,12826.8,76960.8
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,7,7,0.88,12541.76,87792.32
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,8,8,0.86,12256.72,98053.76
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,9,9,0.84,11971.68,107745.12
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,10,10,0.82,11686.64,116866.4
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,11,11,0.8,11401.6,125417.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,12,12,0.78,11116.56,133398.72
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,13,13,0.76,10831.52,140809.76
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,14,14,0.74,10546.48,147650.72
Madrina,LAGOS DE MORENO,CUERNAVACA,509,BUSES,28,0,15,15,0.72,10261.44,153921.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,1,1,1,40720,40720
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,2,2,0.98,39905.6,79811.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,3,3,0.96,39091.2,117273.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,4,4,0.94,38276.8,153107.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,5,5,0.92,37462.4,187312
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,6,6,0.9,36648,219888
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,7,7,0.88,35833.6,250835.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,8,8,0.86,35019.2,280153.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,9,9,0.84,34204.8,307843.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,10,10,0.82,33390.4,333904
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,11,11,0.8,32576,358336
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,12,12,0.78,31761.6,381139.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,13,13,0.76,30947.2,402313.6
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,14,14,0.74,30132.8,421859.2
Madrina,LAGOS DE MORENO,CUERNAVACA,509,LOWBOY,80,0,15,15,0.72,29318.4,439776
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,1,1,1,9036,9036
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,2,2,0.98,8855.28,17710.56
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,3,3,0.96,8674.56,26023.68
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,4,4,0.94,8493.84,33975.36
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,5,5,0.92,8313.12,41565.6
Madrina,LAGOS DE MORENO,DURANGO,502,LIGEROS,18,0,6,6,0.9,8132.4,48794.4
